機構名稱,機構代碼,機構種類,縣市,區,地址全址,經度,緯度,O_ABC,特約服務項目,特約縣市,特約區域,機構電話,電子郵件,機構負責人姓名,特約起日,特約迄日,最後異動時間
財團法人高雄市慈聯社會福利基金會附設高雄市私立慈聯居家式服務類長期照顧服務機構,1S1500003,1,高雄市,仁武區,高雄市仁武區灣內里仁雄路42之1號,120.3506469727,22.6807060242,B,居家服務,高雄市,三民區;鳳山區;大寮區;大樹區;大社區;仁武區;鳥松區;梓官區,07-3715009,3715009h@gmail.com,蔡嘉賓,20230101,20240630,20231218 16:32:22
財團法人高雄市慈聯社會福利基金會附設高雄市私立慈聯居家式服務類長期照顧服務機構,1S1500003,1,高雄市,仁武區,高雄市仁武區灣內里仁雄路42之1號,120.3506469727,22.6807060242,B,喘息服務,高雄市,三民區;鳳山區;大寮區;大樹區;大社區;仁武區;鳥松區;梓官區,07-3715009,3715009h@gmail.com,蔡嘉賓,20230101,20240630,20231230 15:51:47
財團法人高雄市華仁社會福利慈善事業基金會附設高雄市私立華仁居家式服務類長期照顧服務機構,1S1500007,1,高雄市,湖內區,高雄市湖內區大湖里長壽路65巷6弄1號,120.244102478,22.8846435547,B,營養餐飲服務,高雄市,湖內區,07-6932382,hawren6932@gmail.com,高華志,20180101,20191231,20190417 00:00:00
財團法人高雄市華仁社會福利慈善事業基金會附設高雄市私立華仁居家式服務類長期照顧服務機構,1S1500007,1,高雄市,湖內區,高雄市湖內區大湖里長壽路65巷6弄1號,120.244102478,22.8846435547,B,居家服務,高雄市,岡山區;橋頭區;路竹區;湖內區;茄萣區;彌陀區;梓官區,07-6932382,hawren6932@gmail.com,高華志,20240701,20261231,20240626 14:37:40
財團法人高雄市華仁社會福利慈善事業基金會附設高雄市私立華仁居家式服務類長期照顧服務機構,1S1500007,1,高雄市,湖內區,高雄市湖內區大湖里長壽路65巷6弄1號,120.244102478,22.8846435547,B,喘息服務,高雄市,岡山區;橋頭區;路竹區;湖內區;茄萣區;彌陀區;梓官區,07-6932382,hawren6932@gmail.com,高華志,20240701,20261231,20240626 14:39:16
財團法人高雄市崇恩社會福利慈善事業基金會附設高雄市私立敬慈居家長照機構,1S1500008,1,高雄市,楠梓區,高雄市楠梓區清豐里立仁街131號3樓,120.3354644775,22.7409648895,B,喘息服務,高雄市,左營區;楠梓區;三民區;苓雅區;前鎮區;鳳山區;大社區;仁武區;鳥松區;橋頭區;燕巢區;梓官區,07-3539619#25,chongen020401001@gmail.com,龔明聰,20210401,20240630,20231230 17:47:47
高雄市私立臨海居家式服務類長期照顧服務機構,1X1500003,1,高雄市,小港區,高雄市小港區宏亮里學府路30號2樓,120.3690109253,22.5671005249,B,喘息服務,高雄市,鹽埕區;鼓山區;左營區;三民區;新興區;前金區;苓雅區;前鎮區;旗津區;小港區;鳳山區;林園區;大寮區,07-8060248#2215(業負),linhaihomecare@gmail.com,邱裕恩,20230101,20240630,20231230 16:54:37
高雄市私立聯合居家式服務類長期照顧服務機構,1X1500007,1,高雄市,楠梓區,高雄市楠梓區清豐里旗楠路142號,120.3310317993,22.7328453064,B,居家服務,高雄市,左營區;楠梓區;岡山區;燕巢區,07-3521738,kltc1966@gmail.com,廖魁隆,20230101,20240630,20231219 10:53:34
高雄市花甲照顧發展協會附設高雄市私立花甲居家長照機構,1X1500010,1,高雄市,橋頭區,高雄市橋頭區仕和里仕豐路13號1樓,120.3086090088,22.7513389587,B,居家服務,高雄市,左營區;楠梓區;大社區;岡山區;橋頭區;彌陀區;梓官區,07-6117247,huachia7247@gmail.com,孫昭榮,20230101,20240630,20231219 08:16:42
衛生福利部旗山醫院居家式服務類長期照顧服務機構,1A1500001,1,高雄市,旗山區,高雄市旗山區大德里東新街25巷8號5樓,120.4828491211,22.8799819946,B,喘息服務,高雄市,旗山區;美濃區;六龜區;甲仙區;杉林區;內門區;桃源區,07-6613811#3609,swr@chis.mohw.gov.tw,陳明智,20210401,20221231,20210402 19:53:33
高雄市玉山社會福利關懷協會私立弘宥居家長照機構,1N1500002,1,高雄市,左營區,高雄市左營區福山里重愛路22巷48號,120.3195571899,22.6840324402,B,居家服務,高雄市,鹽埕區;鼓山區;左營區;楠梓區;三民區;新興區;前金區;苓雅區,07-3106023,shan.hc3106023@gmail.com,陳旭輝,20240701,20261231,20240626 15:27:11
社團法人高雄市家庭照顧者關懷協會附設高雄市私立家關居家式服務類長期照顧服務機構,1R1500001,1,高雄市,三民區,高雄市三民區十美里漢口街137號,120.3122558594,22.646440506,B,居家服務,高雄市,鹽埕區;鼓山區;左營區;楠梓區;三民區;新興區;前金區,07-3223839,kh.caregiver@gmail.com,簡淑媛,20210401,20221231,20210501 15:26:41
社團法人高雄市家庭照顧者關懷協會附設高雄市私立家關居家式服務類長期照顧服務機構,1R1500001,1,高雄市,三民區,高雄市三民區十美里漢口街137號,120.3122558594,22.646440506,B,居家服務,高雄市,鹽埕區;鼓山區;左營區;楠梓區;三民區;新興區;前金區;苓雅區,07-3223839,kh.caregiver@gmail.com,簡淑媛,20230101,20240630,20231218 15:24:32
社團法人高雄市家庭照顧者關懷協會附設高雄市私立家關居家式服務類長期照顧服務機構,1R1500001,1,高雄市,三民區,高雄市三民區十美里漢口街137號,120.3122558594,22.646440506,B,居家服務,高雄市,鹽埕區;鼓山區;左營區;楠梓區;三民區;新興區;前金區;苓雅區,07-3223839,kh.caregiver@gmail.com,簡淑媛,20240701,20261231,20240626 08:48:10
社團法人高雄市家庭照顧者關懷協會附設高雄市私立家關居家式服務類長期照顧服務機構,1R1500001,1,高雄市,三民區,高雄市三民區十美里漢口街137號,120.3122558594,22.646440506,B,喘息服務,高雄市,鹽埕區;鼓山區;左營區;楠梓區;三民區;新興區;前金區;苓雅區,07-3223839,kh.caregiver@gmail.com,簡淑媛,20240701,20261231,20240630 15:23:04
社團法人台灣身心機能活化運動協會私立翠華園居家長照機構,1R1500006,1,高雄市,左營區,高雄市左營區海勝里翠華路601巷69號2樓,120.2896881104,22.6731586456,B,居家服務,高雄市,鹽埕區;鼓山區;左營區;楠梓區;三民區;新興區;前金區;苓雅區;前鎮區;小港區;鳳山區;仁武區,07-5884647,kinou.hcs@gmail.com,魏成安,20240701,20261231,20240625 18:31:02
社團法人高雄市照顧技術推廣協會附設高雄市私立高雄照協居家式服務類長期照顧服務機構,1R1500009,1,高雄市,岡山區,高雄市岡山區後紅里三民路38號,120.2984085083,22.7912101746,C,巷弄長照站,高雄市,岡山區,07-6223939,kp2011699@gmail.com,丁麗寬,20200301,20250630,20241127 14:59:22
社團法人高雄市不老天使守護協會附設高雄市私立福臻居家長照機構,1R1500011,1,高雄市,前鎮區,高雄市前鎮區和平二路203號9樓,120.3173370361,22.6131038666,B,喘息服務,高雄市,鹽埕區;鼓山區;左營區;三民區;新興區;前金區;苓雅區;前鎮區;小港區;鳳山區,07-3318813,fu.zhen1070326@gmail.com,蘇美珍,20240701,20261231,20240630 15:16:05
社團法人高雄市不老天使守護協會附設高雄市私立福臻居家長照機構,1R1500011,1,高雄市,前鎮區,高雄市前鎮區和平二路203號9樓,120.3173370361,22.6131038666,B,居家服務,高雄市,鹽埕區;鼓山區;左營區;三民區;新興區;前金區;苓雅區;前鎮區;小港區;鳳山區,07-3318813,fu.zhen1070326@gmail.com,蘇美珍,20240701,20261231,20240630 15:15:14
社團法人高雄市愛家倍照顧關懷協會附設高雄市私立愛家倍居家式服務類長期照顧服務機構,1R1500016,1,高雄市,前鎮區,高雄市前鎮區盛豐里一心二路128號5樓之2,120.3546905518,22.6175746918,B,居家服務,高雄市,左營區;三民區;新興區;前金區;苓雅區;前鎮區;小港區;鳳山區;大寮區;大樹區;仁武區;鳥松區,07-7190080,lovehome7190080@gmail.com,黃柏偉,20210401,20221231,20210501 15:28:03
社團法人高雄市愛家倍照顧關懷協會附設高雄市私立愛家倍居家式服務類長期照顧服務機構,1R1500016,1,高雄市,前鎮區,高雄市前鎮區盛豐里一心二路128號5樓之2,120.3546905518,22.6175746918,B,居家服務,高雄市,鹽埕區;鼓山區;左營區;三民區;新興區;前金區;苓雅區;前鎮區;小港區;鳳山區;大寮區;大樹區;仁武區;鳥松區,07-7190080,lovehome7190080@gmail.com,黃柏偉,20230101,20240630,20231218 15:31:03
佑欣居家照顧有限公司附設高雄市私立佑欣居家長照機構,1V1500001,1,高雄市,岡山區,高雄市岡山區忠孝里勵志二路38號,120.2948608398,22.7886505127,B,居家服務,高雄市,楠梓區;岡山區;橋頭區;阿蓮區;路竹區;永安區;彌陀區;梓官區,07-6228880,yourscare2018@gmail.com,陳俊雄,20210401,20221231,20210501 15:10:20
衛生福利部旗山醫院居家式服務類長期照顧服務機構,1A1500001,1,高雄市,旗山區,高雄市旗山區大德里東新街25巷8號5樓,120.4828491211,22.8799819946,B,居家服務,高雄市,旗山區;美濃區;六龜區;甲仙區;杉林區;內門區;桃源區,07-6613811#3609,swr@chis.mohw.gov.tw,陳明智,20230101,20240630,20231219 10:21:55
衛生福利部旗山醫院居家式服務類長期照顧服務機構,1A1500001,1,高雄市,旗山區,高雄市旗山區大德里東新街25巷8號5樓,120.4828491211,22.8799819946,B,居家服務,高雄市,旗山區;美濃區;六龜區;杉林區;內門區;桃源區,07-6613811#3609,swr@chis.mohw.gov.tw,陳明智,20240701,20261231,20240627 11:40:47
高雄市玉山社會福利關懷協會私立弘宥居家長照機構,1N1500002,1,高雄市,左營區,高雄市左營區福山里重愛路22巷48號,120.3195571899,22.6840324402,B,喘息服務,高雄市,鹽埕區;鼓山區;左營區;楠梓區;三民區;新興區;前金區,07-3106023,shan.hc3106023@gmail.com,陳旭輝,20210401,20240630,20231230 15:53:53
社團法人高雄市家庭照顧者關懷協會附設高雄市私立家關居家式服務類長期照顧服務機構,1R1500001,1,高雄市,三民區,高雄市三民區十美里漢口街137號,120.3122558594,22.646440506,B,喘息服務,高雄市,鹽埕區;鼓山區;左營區;楠梓區;三民區;新興區;前金區;苓雅區,07-3223839,kh.caregiver@gmail.com,簡淑媛,20210401,20240630,20231229 16:38:43
社團法人台灣身心機能活化運動協會私立翠華園居家長照機構,1R1500006,1,高雄市,左營區,高雄市左營區海勝里翠華路601巷69號2樓,120.2896881104,22.6731586456,B,居家服務,高雄市,鹽埕區;鼓山區;左營區;楠梓區;三民區;新興區;前金區;苓雅區;前鎮區;鳳山區,07-5884647,kinou.hcs@gmail.com,魏成安,20230101,20240630,20231218 14:43:48
社團法人高雄市照顧技術推廣協會附設高雄市私立高雄照協居家式服務類長期照顧服務機構,1R1500009,1,高雄市,岡山區,高雄市岡山區後紅里三民路38號,120.2984085083,22.7912101746,B,居家服務,高雄市,楠梓區;岡山區;橋頭區;燕巢區;田寮區;阿蓮區;路竹區;湖內區;茄萣區;永安區;彌陀區;梓官區,07-6223939,kp2011699@gmail.com,丁麗寬,20240701,20261231,20240630 15:26:51
社團法人高雄市照顧技術推廣協會附設高雄市私立高雄照協居家式服務類長期照顧服務機構,1R1500009,1,高雄市,岡山區,高雄市岡山區後紅里三民路38號,120.2984085083,22.7912101746,B,喘息服務,高雄市,楠梓區;岡山區;橋頭區;燕巢區;田寮區;阿蓮區;路竹區;湖內區;茄萣區;永安區;彌陀區;梓官區,07-6223939,kp2011699@gmail.com,丁麗寬,20240701,20261231,20240630 15:27:58
社團法人高雄市照顧技術推廣協會附設高雄市私立高雄照協居家式服務類長期照顧服務機構,1R1500009,1,高雄市,岡山區,高雄市岡山區後紅里三民路38號,120.2984085083,22.7912101746,B,居家服務,高雄市,左營區;楠梓區;岡山區;橋頭區;燕巢區;田寮區;阿蓮區;路竹區;湖內區;茄萣區;永安區;彌陀區;梓官區,07-6223939,kp2011699@gmail.com,丁麗寬,20210401,20221231,20210501 15:28:40
社團法人高雄市不老天使守護協會附設高雄市私立福臻居家長照機構,1R1500011,1,高雄市,前鎮區,高雄市前鎮區和平二路203號9樓,120.3173370361,22.6131038666,B,居家服務,高雄市,鹽埕區;鼓山區;三民區;新興區;前金區;苓雅區;前鎮區;小港區,07-3318813,fu.zhen1070326@gmail.com,蘇美珍,20210401,20221231,20210501 15:16:01
社團法人高雄市不老天使守護協會附設高雄市私立福臻居家長照機構,1R1500011,1,高雄市,前鎮區,高雄市前鎮區和平二路203號9樓,120.3173370361,22.6131038666,B,喘息服務,高雄市,鹽埕區;鼓山區;三民區;新興區;前金區;苓雅區;前鎮區;旗津區;小港區;鳳山區,07-3318813,fu.zhen1070326@gmail.com,蘇美珍,20230101,20240630,20231229 16:24:26
社團法人高雄市善護關愛協會附設高雄市私立善護居家式服務類長期照顧服務機構,1R1500012,1,高雄市,新興區,高雄市新興區大明里中正四路53號8樓之1,120.2999572754,22.6304855347,B,居家服務,高雄市,鹽埕區;鼓山區;三民區;新興區;前金區;苓雅區;前鎮區;鳳山區,07-2416336,a2416112@yahoo.com.tw,鄭昭儒,20240701,20261231,20240626 08:54:44
衛生福利部旗山醫院居家式服務類長期照顧服務機構,1A1500001,1,高雄市,旗山區,高雄市旗山區大德里東新街25巷8號5樓,120.4828491211,22.8799819946,B,居家服務,高雄市,旗山區;美濃區;六龜區;甲仙區;杉林區;內門區;桃源區,07-6613811#3609,swr@chis.mohw.gov.tw,陳明智,20210401,20221231,20210501 17:14:25
高雄市玉山社會福利關懷協會私立弘宥居家長照機構,1N1500002,1,高雄市,左營區,高雄市左營區福山里重愛路22巷48號,120.3195571899,22.6840324402,B,喘息服務,高雄市,鹽埕區;鼓山區;左營區;楠梓區;三民區;新興區;前金區;苓雅區,07-3106023,shan.hc3106023@gmail.com,陳旭輝,20240701,20261231,20240626 15:28:30
社團法人台灣身心機能活化運動協會私立翠華園居家長照機構,1R1500006,1,高雄市,左營區,高雄市左營區海勝里翠華路601巷69號2樓,120.2896881104,22.6731586456,B,居家服務,高雄市,鹽埕區;鼓山區;左營區;楠梓區;三民區;新興區;前金區;苓雅區;前鎮區,07-5884647,kinou.hcs@gmail.com,魏成安,20210401,20221231,20210501 15:12:02
社團法人台灣身心機能活化運動協會私立翠華園居家長照機構,1R1500006,1,高雄市,左營區,高雄市左營區海勝里翠華路601巷69號2樓,120.2896881104,22.6731586456,B,喘息服務,高雄市,鹽埕區;鼓山區;左營區;楠梓區;三民區;新興區;前金區;苓雅區;前鎮區;鳳山區,07-5884647,kinou.hcs@gmail.com,魏成安,20210401,20240630,20231229 16:21:51
社團法人高雄市照顧技術推廣協會附設高雄市私立高雄照協居家式服務類長期照顧服務機構,1R1500009,1,高雄市,岡山區,高雄市岡山區後紅里三民路38號,120.2984085083,22.7912101746,B,喘息服務,高雄市,鹽埕區;鼓山區;左營區;楠梓區;三民區;新興區;前金區;苓雅區;前鎮區;旗津區;小港區;鳳山區;林園區;大寮區;大樹區;大社區;仁武區;鳥松區;岡山區;橋頭區;燕巢區;田寮區;阿蓮區;路竹區;湖內區;茄萣區;永安區;彌陀區;梓官區;旗山區;美濃區;六龜區;甲仙區;杉林區;內門區;茂林區;桃源區;那瑪夏區,07-6223939,kp2011699@gmail.com,丁麗寬,20200301,20250630,20241127 14:59:22
社團法人高雄市照顧技術推廣協會附設高雄市私立高雄照協居家式服務類長期照顧服務機構,1R1500009,1,高雄市,岡山區,高雄市岡山區後紅里三民路38號,120.2984085083,22.7912101746,B,喘息服務,高雄市,左營區;楠梓區;岡山區;橋頭區;燕巢區;田寮區;阿蓮區;路竹區;湖內區;茄萣區;永安區;彌陀區;梓官區,07-6223939,kp2011699@gmail.com,丁麗寬,20210401,20240630,20231229 16:55:00
社團法人高雄市不老天使守護協會附設高雄市私立福臻居家長照機構,1R1500011,1,高雄市,前鎮區,高雄市前鎮區和平二路203號9樓,120.3173370361,22.6131038666,B,居家服務,高雄市,鹽埕區;鼓山區;三民區;新興區;前金區;苓雅區;前鎮區;旗津區;小港區;鳳山區,07-3318813,fu.zhen1070326@gmail.com,蘇美珍,20230101,20240630,20231218 14:49:59
社團法人高雄市善護關愛協會附設高雄市私立善護居家式服務類長期照顧服務機構,1R1500012,1,高雄市,新興區,高雄市新興區大明里中正四路53號8樓之1,120.2999572754,22.6304855347,B,喘息服務,高雄市,鹽埕區;鼓山區;三民區;新興區;前金區;苓雅區;前鎮區;鳳山區,07-2416336,a2416112@yahoo.com.tw,鄭昭儒,20230101,20240630,20231229 16:39:34
社團法人高雄市善護關愛協會附設高雄市私立善護居家式服務類長期照顧服務機構,1R1500012,1,高雄市,新興區,高雄市新興區大明里中正四路53號8樓之1,120.2999572754,22.6304855347,B,居家服務,高雄市,鹽埕區;鼓山區;三民區;新興區;前金區;苓雅區;前鎮區,07-2416336,a2416112@yahoo.com.tw,鄭昭儒,20210401,20221231,20210501 15:27:45
