機構名稱,機構代碼,機構種類,縣市,區,地址全址,經度,緯度,O_ABC,特約服務項目,特約縣市,特約區域,機構電話,電子郵件,機構負責人姓名,特約起日,特約迄日,最後異動時間
中化銀髮事業股份有限公司附設臺北市私立中化銀髮居家式服務類長期照顧服務機構,1V0100002,1,臺北市,士林區,臺北市士林區舊佳里中山北路5段699巷1號1樓,121.5269546509,25.0976734161,B,居家服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-27970880#208,rainbow@ccpc.com.tw,王謝怡貞,20240101.0,20241231.0,20231229 18:06:52
財團法人弘道老人福利基金會附設臺北市私立弘道居家式服務類長期照顧服務機構,1S0100002,1,臺北市,松山區,臺北市松山區民福里復興北路451號,121.5444793701,25.0639839172,B,居家服務,臺北市,松山區,02-66131314,yvonne@hondao.org.tw,王乃弘,20180701.0,20231231.0,20211230 14:41:20
中華民國紅十字會台灣省分會附設臺北市私立紅十字居家式服務類長期照顧服務機構,1N0100001,1,臺北市,大安區,臺北市大安區龍坡里新生南路3段20之1號2樓,121.5344238281,25.0241832733,B,居家服務,臺北市,松山區;大安區;中正區;萬華區;文山區;南港區;內湖區;北投區,02-23637794,rct@seed.net.tw,董光世,20180101.0,20231231.0,20211230 11:20:39
中華民國紅十字會台灣省分會附設臺北市私立紅十字居家式服務類長期照顧服務機構,1N0100001,1,臺北市,大安區,臺北市大安區龍坡里新生南路3段20之1號2樓,121.5344238281,25.0241832733,A,個案管理服務,臺北市,大安區,02-23637794,rct@seed.net.tw,董光世,20250101.0,20261231.0,20241231 19:53:29
中華民國紅十字會台灣省分會附設臺北市私立紅十字居家式服務類長期照顧服務機構,1N0100001,1,臺北市,大安區,臺北市大安區龍坡里新生南路3段20之1號2樓,121.5344238281,25.0241832733,B,居家服務,新北市,中和區;土城區;林口區,02-23637794,rct@seed.net.tw,董光世,20250101.0,20271231.0,20241225 10:37:56
臺北市立聯合醫院居家式服務類長期照顧服務機構,1U0100001,1,臺北市,大同區,臺北市大同區玉泉里鄭州路145號,121.5093231201,25.0509700775,B,居家服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;南港區;士林區;北投區,28353456-6380,B5646@tpech.gov.tw,王智弘,20210101.0,20231231.0,20220104 18:46:27
福田居家有限公司私立福田居家長照機構,1V0100005,1,臺北市,信義區,臺北市信義區松光里忠孝東路5段492巷2號2樓,121.5783004761,25.040512085,B,居家服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-27270065,futain@futaincare.com.tw,林永峰,20240101.0,20261231.0,20231229 15:50:00
福田居家有限公司私立福田居家長照機構,1V0100005,1,臺北市,信義區,臺北市信義區松光里忠孝東路5段492巷2號2樓,121.5783004761,25.040512085,B,居家服務,新北市,板橋區;三重區;中和區;永和區;新莊區;新店區;汐止區;土城區;蘆洲區,02-27270065,futain@futaincare.com.tw,林永峰,20250101.0,20271231.0,20250110 16:29:22
中華民國紅十字會台灣省分會附設臺北市私立紅十字居家式服務類長期照顧服務機構,1N0100001,1,臺北市,大安區,臺北市大安區龍坡里新生南路3段20之1號2樓,121.5344238281,25.0241832733,A,個案管理服務,臺北市,大安區,02-23637794,rct@seed.net.tw,董光世,20230101.0,20241231.0,20230208 09:09:33
中華民國紅十字會台灣省分會附設臺北市私立紅十字居家式服務類長期照顧服務機構,1N0100001,1,臺北市,大安區,臺北市大安區龍坡里新生南路3段20之1號2樓,121.5344238281,25.0241832733,A,個案管理服務,臺北市,大安區,02-23637794,rct@seed.net.tw,董光世,20230101.0,20241231.0,20230208 09:01:08
臺北市立聯合醫院居家式服務類長期照顧服務機構,1U0100001,1,臺北市,大同區,臺北市大同區玉泉里鄭州路145號,121.5093231201,25.0509700775,B,居家服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;南港區;士林區;北投區,28353456-6380,B5646@tpech.gov.tw,王智弘,20240101.0,20261231.0,20231229 18:33:37
社團法人中華民國士林靈糧堂社會福利協會附設臺北市私立西湖社區長照機構,2S0100010,2,臺北市,內湖區,臺北市內湖區西湖里內湖路一段285號6樓,121.5664978027,25.0824165344,B,日間照顧服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-26561700,xihudaycare@slsc.org.tw,劉群茂,20240101.0,20261231.0,20240102 11:12:52
社團法人中華民國士林靈糧堂社會福利協會附設臺北市私立新生社區長照機構老人日間照顧中心,2R0100002,2,臺北市,大安區,臺北市大安區新龍里新生南路三段52之5號,121.5339279175,25.0212039948,B,日間照顧服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-23661321,xinshengdaycare@slsc.org.tw,劉群茂,20240101.0,20261231.0,20240102 15:00:20
臺北市私立豪門老人長期照顧中心(養護型),A10100014,A1,臺北市,北投區,臺北市北投區大同里北投大業路452巷2號6-9F,121.4972915649,25.1317195892,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,0228954492,noahsang@gmail.com,張妤安,20250101.0,20261231.0,20250204 11:38:06
財團法人天主教失智老人社會福利基金會附設臺北市私立聖若瑟失智老人養護中心,A10100031,A1,臺北市,萬華區,臺北市萬華區保德里德昌街125巷11號,121.4969329834,25.023639679,B,小規模多機能服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-23046716#108,s8910009@ms61.hinet.net,鍾安住,20200101.0,20241231.0,20240102 10:56:52
中華民國紅十字會台灣省分會附設臺北市私立紅十字居家式服務類長期照顧服務機構,1N0100001,1,臺北市,大安區,臺北市大安區龍坡里新生南路3段20之1號2樓,121.5344238281,25.0241832733,B,喘息服務,新北市,中和區;土城區;林口區,02-23637794,rct@seed.net.tw,董光世,20250101.0,20271231.0,20241225 10:38:34
社團法人中華民國紅心字會附設臺北市私立紅心居家式服務類長期照顧服務機構,1R0100005,1,臺北市,中正區,臺北市中正區黎明里重慶南路一段43號3樓之2,121.5133895874,25.0449562073,B,居家服務,臺北市,信義區;大安區;文山區,02-23700267,drolysun@gmail.com,劉緒倫,20240101.0,20261231.0,20231229 09:28:12
社團法人中華民國紅心字會附設臺北市私立紅心居家式服務類長期照顧服務機構,1R0100005,1,臺北市,中正區,臺北市中正區黎明里重慶南路一段43號3樓之2,121.5133895874,25.0449562073,B,居家服務,臺北市,信義區;大安區;文山區,02-23700267,drolysun@gmail.com,劉緒倫,20220101.0,20231231.0,20220207 16:03:52
福田居家有限公司私立福田居家長照機構,1V0100005,1,臺北市,信義區,臺北市信義區松光里忠孝東路5段492巷2號2樓,121.5783004761,25.040512085,B,喘息服務,新北市,板橋區;三重區;中和區;永和區;新莊區;新店區;汐止區;土城區;蘆洲區,02-27270065,futain@futaincare.com.tw,林永峰,20250101.0,20271231.0,20250110 16:29:57
財團法人天主教失智老人社會福利基金會附設臺北市私立聖若瑟失智老人養護中心,A10100031,A1,臺北市,萬華區,臺北市萬華區保德里德昌街125巷11號,121.4969329834,25.023639679,B,日間照顧服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-23046716#108,s8910009@ms61.hinet.net,鍾安住,20240101.0,20261231.0,20240102 10:53:30
財團法人天主教失智老人社會福利基金會附設臺北市私立聖若瑟失智老人養護中心,A10100031,A1,臺北市,萬華區,臺北市萬華區保德里德昌街125巷11號,121.4969329834,25.023639679,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-23046716#108,s8910009@ms61.hinet.net,鍾安住,20250101.0,20261231.0,20250204 11:54:31
合康居家護理所,B10100023,B1,臺北市,萬華區,臺北市萬華區富福里和平西路三段396號1樓,121.503364563,25.0300426483,B,專業照護服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,0913560958,biglongtoday0706@gmail.com,鄭歆悅,20250101.0,20261231.0,20241101 10:20:48
大心居家職能治療所,B50100002,B5,臺北市,士林區,臺北市士林區天祿里中山北路六段754巷22之1號,121.5290527344,25.1145648956,B,專業照護服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-77518057,bigheartot@gmail.com,彭紹宇,20181019.0,20241231.0,20221226 13:18:54
大心居家職能治療所,B50100002,B5,臺北市,士林區,臺北市士林區天祿里中山北路六段754巷22之1號,121.5290527344,25.1145648956,B,專業照護服務,新北市,板橋區;三重區;中和區;永和區;新莊區;新店區;樹林區;三峽區;汐止區;土城區;蘆洲區;泰山區;林口區,02-77518057,bigheartot@gmail.com,彭紹宇,20250101.0,20271231.0,20241226 16:56:06
新康居家職能治療所,B50100005,B5,臺北市,士林區,臺北市士林區葫東里重慶北路四段248號,121.5113983154,25.0866203308,B,專業照護服務(CC01),連江縣,09007006;09007010;09007020;09007030;09007040,02-28164533#312,newhealthot@gmail.com,洪于婷,20240718.0,20261231.0,20240723 14:55:23
新康居家職能治療所,B50100005,B5,臺北市,士林區,臺北市士林區葫東里重慶北路四段248號,121.5113983154,25.0866203308,B,專業照護服務,新北市,板橋區;三重區;中和區;永和區;新莊區;新店區;樹林區;三峽區;淡水區;汐止區;瑞芳區;土城區;蘆洲區;五股區;泰山區;深坑區;石碇區;平溪區;雙溪區;貢寮區;金山區;萬里區;烏來區,02-28164533#312,newhealthot@gmail.com,洪于婷,20250101.0,20271231.0,20241225 10:48:23
中化銀髮事業股份有限公司附設臺北市私立中化銀髮居家式服務類長期照顧服務機構,1V0100002,1,臺北市,士林區,臺北市士林區舊佳里中山北路5段699巷1號1樓,121.5269546509,25.0976734161,B,居家服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-27970880#208,rainbow@ccpc.com.tw,王謝怡貞,20250101.0,20261231.0,20250205 09:35:52
財團法人台北市立心慈善基金會附設臺北市私立立心居家式服務類長期照顧服務機構,1S0100005,1,臺北市,萬華區,臺北市萬華區頂碩里艋舺大道120巷39弄3號2樓,121.5023727417,25.0320262909,B,居家服務,臺北市,中正區;大同區;萬華區,02-23361555#21,lishin.home@gmail.com,洪金桐,20240101.0,20261231.0,20231229 10:30:50
財團法人台北市立心慈善基金會附設臺北市私立立心居家式服務類長期照顧服務機構,1S0100005,1,臺北市,萬華區,臺北市萬華區頂碩里艋舺大道120巷39弄3號2樓,121.5023727417,25.0320262909,B,喘息服務,臺北市,中正區;大同區;萬華區,02-23361555#21,lishin.home@gmail.com,洪金桐,20250101.0,20261231.0,20241122 14:11:12
社團法人中華民國士林靈糧堂社會福利協會附設臺北市私立西湖社區長照機構,2S0100010,2,臺北市,內湖區,臺北市內湖區西湖里內湖路一段285號6樓,121.5664978027,25.0824165344,B,日間照顧服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-26561700,xihudaycare@slsc.org.tw,劉群茂,20220101.0,20231231.0,20240102 11:11:39
臺北市政府社會局委託財團法人台灣省私立健順養護中心經營管理臺北市中山社區式長期照顧服務機構,2S0100011,2,臺北市,中山區,臺北市中山區新生北路二段101巷2號,121.528427124,25.0573177338,B,日間照顧服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-25420006,elder0006@gmail.com,黃禎祥,20240101.0,20261231.0,20240104 15:56:17
臺北市政府社會局委託社團法人中華民國士林靈糧堂社會福利協會經營管理臺北市士林社區式服務類長期照顧服務機構,2S0100007,2,臺北市,士林區,臺北市士林區三玉里忠誠路二段53巷7號6樓,121.5322875977,25.1114368439,B,小規模多機能服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-28381571,sldaycare@slsc.org.tw,劉群茂,20180101.0,20231231.0,20240102 11:08:55
中華民國紅心字會附設臺北市私立興隆社區長照機構,2N0100001,2,臺北市,文山區,臺北市文山區明義里興隆路四段105巷47號2樓,121.5631256104,24.98828125,B,日間照顧服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-29367119,ankangtw@gmail.com,劉緒倫,20181222.0,20241231.0,20240102 18:53:31
臺北市私立中山老人長期照顧中心(養護型),A10100011,A1,臺北市,萬華區,臺北市萬華區菜園里峨眉街124號1樓,121.5019760132,25.0446224213,B,喘息服務,臺北市,萬華區,02-23759590,fen.lan8888@gmail.com,趙芬蘭,20180101.0,20241231.0,20221230 19:10:01
臺北市私立康壯老人長期照顧中心(養護型),A10100016,A1,臺北市,松山區,臺北市松山區吉祥里八德路四段203號.205號,121.5638504028,25.0489807129,B,喘息服務,臺北市,松山區,02-27686697,yao4343@yahoo.com.tw,李碧欗,20190131.0,20241231.0,20221229 22:32:00
包子居家護理所,B10100016,B1,臺北市,中山區,臺北市中山區通明新生北路三段82巷23號,121.5268096924,25.0671539307,B,專業照護服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-25931596,Bread1119@gmail.com,黃獻賢,20180101.0,20180101.0,20190417 00:00:00
安歆居家護理所,B10100024,B1,臺北市,中山區,臺北市中山區松江路50號3樓,121.532661438,25.0481796265,B,專業照護服務,臺北市,中山區,02-25372586,crcanhsin@gmail.com,余建華,20180316.0,20241231.0,20221229 22:34:41
臺北市立聯合醫院(陽明院區),B20100008,B2,臺北市,士林區,臺北市士林區岩山里雨聲街105號,121.5314865112,25.1048316956,B,專業照護服務,臺北市,大安區;中山區;中正區;大同區;萬華區;南港區;士林區,02-28353456,B1655@tpech.gov.tw,王智弘,20250101.0,20261231.0,20241025 10:33:54
臺北市立聯合醫院(陽明院區),B20100008,B2,臺北市,士林區,臺北市士林區岩山里雨聲街105號,121.5314865112,25.1048316956,B,專業照護服務,臺北市,士林區,02-28353456,B1655@tpech.gov.tw,王智弘,20180101.0,20241231.0,20221230 12:16:21
臺北市立聯合醫院(和平婦幼院區),B20100009,B2,臺北市,中正區,臺北市中正區社寮中華路二段33號,121.5066833496,25.0355300903,B,專業照護服務,臺北市,中正區,02-23889595#8417,B1049@tpech.gov.tw,王智弘,20180101.0,20241231.0,20221230 12:17:11
臺北市立聯合醫院(和平婦幼院區),B20100009,B2,臺北市,中正區,臺北市中正區社寮中華路二段33號,121.5066833496,25.0355300903,B,專業照護服務,臺北市,大安區;中山區;中正區;大同區;萬華區;南港區;士林區,02-23889595#8417,B1049@tpech.gov.tw,王智弘,20250101.0,20261231.0,20241025 10:30:10
臺北市立聯合醫院(和平婦幼院區),B20100009,B2,臺北市,中正區,臺北市中正區社寮中華路二段33號,121.5066833496,25.0355300903,B,專業照護服務,臺北市,中正區,02-23889595#8417,B1049@tpech.gov.tw,王智弘,20210101.0,20241231.0,20221230 12:16:57
跑居家物理治療所,B40100003,B4,臺北市,士林區,臺北市士林區葫東里重慶北路四段248號,121.5113983154,25.0866203308,B,專業照護服務(CC01),新北市,板橋區;三重區;中和區;永和區;新莊區;新店區;樹林區;淡水區;汐止區;蘆洲區;五股區;泰山區;深坑區;石碇區;三芝區;石門區;八里區;金山區,0907-091302,a770222boy@gmail.com,張沅輔,20250101.0,20271231.0,20241204 13:41:49
壽合居家職能治療所,B50100003,B5,臺北市,文山區,臺北市文山區興家里興隆路三段221巷4弄14號,121.5601119995,24.9936923981,B,專業照護服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,0933-004397,ensonwhj@yahoo.com.tw,吳鴻章,20180101.0,20241231.0,20221229 22:56:29
壽合居家職能治療所,B50100003,B5,臺北市,文山區,臺北市文山區興家里興隆路三段221巷4弄14號,121.5601119995,24.9936923981,B,專業照護服務,新北市,板橋區;中和區;永和區;新店區;淡水區;汐止區;瑞芳區;蘆洲區;八里區;雙溪區,0933-004397,ensonwhj@yahoo.com.tw,吳鴻章,20220101.0,20241231.0,20220302 10:32:30
C+-財團法人台北市中華基督教浸信會慈光堂,BD0100003,BD,臺北市,士林區,臺北市士林區翠山里中社路一段43巷3號,121.5602035522,25.1087741852,B,營養餐飲服務,臺北市,士林區,02-28412290,shoujen2318@gmail.com,柴漢熙,20200101.0,20221231.0,20210129 18:12:35
C+-財團法人台北市中華基督教浸信會慈光堂,BD0100003,BD,臺北市,士林區,臺北市士林區翠山里中社路一段43巷3號,121.5602035522,25.1087741852,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-28412290,shoujen2318@gmail.com,柴漢熙,20250101.0,20261231.0,20241205 15:19:08
臺北市政府社會局委託財團法人伊甸社會福利基金會經營管理民生身障社區長照機構（日間照顧）,2S0100002,2,臺北市,松山區,臺北市松山區三民里松山民生東路五段163之1號,121.5627670288,25.0590858459,B,日間照顧服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-27609605,eden3779@eden.org.tw,陳宇昭,20181025.0,20261231.0,20250204 15:02:46
中化銀髮事業股份有限公司附設臺北市私立中化銀髮居家式服務類長期照顧服務機構,1V0100002,1,臺北市,士林區,臺北市士林區舊佳里中山北路5段699巷1號1樓,121.5269546509,25.0976734161,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-27970880#208,rainbow@ccpc.com.tw,王謝怡貞,20190301.0,20241231.0,20221230 15:26:00
財團法人天主教失智老人社會福利基金會附設臺北市私立聖若瑟居家式服務類長期照顧服務機構,1S0100009,1,臺北市,萬華區,臺北市萬華區保德里德昌街119號,121.4968490601,25.0241794586,B,喘息服務,臺北市,大同區;萬華區,02-23098728,s8910009@gmail.com,鍾安住,20250328.0,20261231.0,20250331 08:21:50
財團法人天主教失智老人社會福利基金會附設臺北市私立聖若瑟居家式服務類長期照顧服務機構,1S0100009,1,臺北市,萬華區,臺北市萬華區保德里德昌街119號,121.4968490601,25.0241794586,B,居家服務,臺北市,中山區;中正區;大同區;萬華區,02-23098728,s8910009@gmail.com,鍾安住,20180101.0,20231231.0,20211230 14:59:22
臺北市政府社會局委託社團法人中華民國士林靈糧堂社會福利協會經營管理臺北市士林社區式服務類長期照顧服務機構,2S0100007,2,臺北市,士林區,臺北市士林區三玉里忠誠路二段53巷7號6樓,121.5322875977,25.1114368439,B,小規模多機能服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-28381571,sldaycare@slsc.org.tw,劉群茂,20250101.0,20261231.0,20241231 11:21:33
臺北市政府社會局委託社團法人中華民國士林靈糧堂社會福利協會經營管理臺北市士林社區式服務類長期照顧服務機構,2S0100007,2,臺北市,士林區,臺北市士林區三玉里忠誠路二段53巷7號6樓,121.5322875977,25.1114368439,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-28381571,sldaycare@slsc.org.tw,劉群茂,20250101.0,20261231.0,20241231 12:32:05
中華民國紅心字會附設臺北市私立興隆社區長照機構,2N0100001,2,臺北市,文山區,臺北市文山區明義里興隆路四段105巷47號2樓,121.5631256104,24.98828125,B,日間照顧服務,新北市,新店區;深坑區,02-29367119,ankangtw@gmail.com,劉緒倫,20250101.0,20271231.0,20250113 11:11:54
臺北市私立台大老人長期照顧中心(養護型),A10100009,A1,臺北市,松山區,臺北市松山區敦化里敦化南路一段7號,121.5492858887,25.0469055176,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-25792816,tai_da_168@yahoo.com.tw,鄭淑卿,20250101.0,20261231.0,20250204 14:51:46
中化銀髮事業股份有限公司附設臺北市私立中化銀髮居家式服務類長期照顧服務機構,1V0100002,1,臺北市,士林區,臺北市士林區舊佳里中山北路5段699巷1號1樓,121.5269546509,25.0976734161,B,居家服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-27970880#208,rainbow@ccpc.com.tw,王謝怡貞,20181210.0,20231231.0,20211223 16:14:21
財團法人台北市立心慈善基金會附設臺北市私立立心居家式服務類長期照顧服務機構,1S0100005,1,臺北市,萬華區,臺北市萬華區頂碩里艋舺大道120巷39弄3號2樓,121.5023727417,25.0320262909,B,居家服務,臺北市,中正區;萬華區,02-23361555#21,lishin.home@gmail.com,洪金桐,20180101.0,20241231.0,20230206 08:54:00
財團法人台北市立心慈善基金會附設臺北市私立立心居家式服務類長期照顧服務機構,1S0100005,1,臺北市,萬華區,臺北市萬華區頂碩里艋舺大道120巷39弄3號2樓,121.5023727417,25.0320262909,B,居家服務,臺北市,中正區;大同區;萬華區,02-23361555#21,lishin.home@gmail.com,洪金桐,20220101.0,20231231.0,20211230 15:01:57
臺北市政府社會局委託社團法人中華民國士林靈糧堂社會福利協會經營管理臺北市士林社區式服務類長期照顧服務機構,2S0100007,2,臺北市,士林區,臺北市士林區三玉里忠誠路二段53巷7號6樓,121.5322875977,25.1114368439,B,小規模多機能服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-28381571,sldaycare@slsc.org.tw,劉群茂,20240101.0,20251231.0,20240116 13:20:41
中華民國紅心字會附設臺北市私立興隆社區長照機構,2N0100001,2,臺北市,文山區,臺北市文山區明義里興隆路四段105巷47號2樓,121.5631256104,24.98828125,B,日間照顧服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-29367119,ankangtw@gmail.com,劉緒倫,20250101.0,20261231.0,20250113 13:58:11
中華民國紅心字會附設臺北市私立興隆社區長照機構,2N0100001,2,臺北市,文山區,臺北市文山區明義里興隆路四段105巷47號2樓,121.5631256104,24.98828125,B,營養餐飲服務,臺北市,文山區,02-29367119,ankangtw@gmail.com,劉緒倫,20200101.0,20231231.0,20230222 16:36:03
臺北市私立台大老人長期照顧中心(養護型),A10100009,A1,臺北市,松山區,臺北市松山區敦化里敦化南路一段7號,121.5492858887,25.0469055176,B,喘息服務,臺北市,松山區,02-25792816,tai_da_168@yahoo.com.tw,鄭淑卿,20180101.0,20241231.0,20221229 22:51:42
社團法人中國家庭教育協進會附設臺北市私立敬老居家式服務類長期照顧服務機構,1R0100002,1,臺北市,中山區,臺北市中山區中山里松江路131之12號6樓,121.5332489014,25.0542488098,A,個案管理服務,臺北市,士林區,02-25090266,chinesehomeservice@yahoo.com.tw,吳逸秋,20250101.0,20261231.0,20241231 19:55:49
社團法人中國家庭教育協進會附設臺北市私立敬老居家式服務類長期照顧服務機構,1R0100002,1,臺北市,中山區,臺北市中山區中山里松江路131之12號6樓,121.5332489014,25.0542488098,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-25090266,chinesehomeservice@yahoo.com.tw,吳逸秋,20240424.0,20241231.0,20240425 09:14:36
有限責任臺北市育坊社區照護勞動合作社私立育坊居家長照機構,1T0100001,1,臺北市,北投區,臺北市北投區中庸里大同街299號,121.4992370605,25.1398200989,B,居家服務,臺北市,中山區;大同區;士林區;北投區,02-28957520,yfcare.coop@gmail.com,錢素明,20240101.0,20261231.0,20231229 09:38:35
